date,dept_id,weekday,month,year,snap_CA,is_event,event_count,is_cultural_event,is_national_event,is_religious_event,is_sport_event,sales_qty,sell_price,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_42,lag_56,lag_84,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_mean_42,rolling_mean_56,rolling_std_7,rolling_std_14,rolling_std_28,rolling_std_42,rolling_std_56,ewma_7,ewma_14,ewma_28,rolling_max_7,rolling_min_7,rolling_max_28,rolling_min_28,day_of_week,week_of_year,is_weekend,day_of_month,is_month_end,is_quarter_end,price_change_7,price_change_28,sell_price_lag_7,sell_price_lag_28,trend_index,snap_event_inter
2011-05-20,FOODS_1,Friday,5,2011,0,0,0,0,0,0,0,198,2.975737704918033,190.0,222.0,221.0,222.0,196.0,202.0,303.0,239.0,289.0,264.0,260.7142857142857,269.85714285714283,269.92857142857144,267.0952380952381,267.35714285714283,66.80996503944174,66.00682615382357,80.53291416899205,72.86834420053268,69.60836641758434,244.4106624343255,257.28622736817766,262.8538795346769,362.0,190.0,487.0,190.0,4,20,0,20,0,0,0.0,-0.009573072085860335,2.975737704918033,3.0045,111,0
2011-05-21,FOODS_1,Saturday,5,2011,0,0,0,0,0,0,0,333,2.9728688524590163,198.0,190.0,222.0,344.0,365.0,296.0,487.0,278.0,353.0,463.0,257.2857142857143,270.0,266.17857142857144,266.1190476190476,265.73214285714283,69.68193043086153,65.8366276358497,81.37615155761554,73.52557291338566,70.15398415989289,232.80799682574403,249.3813961868011,258.37970236862026,362.0,190.0,487.0,190.0,5,20,1,21,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,112,0
2011-05-22,FOODS_1,Sunday,5,2011,0,0,0,0,0,0,0,278,2.9728688524590163,333.0,198.0,190.0,362.0,321.0,303.0,464.0,381.0,340.0,349.0,255.71428571428572,267.7142857142857,260.67857142857144,267.42857142857144,265.375,67.49003453773571,62.76871902398579,70.35679101783998,74.22876401817233,69.7513929479679,257.85599761930825,260.53054441999797,263.52753213549516,362.0,190.0,464.0,190.0,6,20,1,22,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,113,0
2011-05-23,FOODS_1,Monday,5,2011,0,0,0,0,0,0,0,244,2.9728688524590163,278.0,333.0,198.0,264.0,232.0,192.0,243.0,234.0,265.0,261.0,243.71428571428572,264.64285714285717,254.03571428571428,264.9761904761905,264.26785714285717,50.86162366563572,60.98752349438373,58.1750119087394,72.05468387315571,69.03371799909976,262.89199821448125,262.85980535558116,264.5259227004312,333.0,190.0,365.0,190.0,0,21,0,23,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,114,0
2011-05-24,FOODS_1,Tuesday,5,2011,0,0,0,0,0,0,0,172,2.9728688524590163,244.0,278.0,333.0,221.0,214.0,232.0,222.0,166.0,217.0,262.0,240.85714285714286,265.5,254.07142857142858,265.2142857142857,263.89285714285717,50.088017766822404,60.57639804412265,58.168292604736344,71.9662982487199,69.08668561937343,258.16899866086095,260.3451644622506,263.1099597791166,333.0,190.0,365.0,190.0,1,21,0,24,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,115,0
2011-05-25,FOODS_1,Wednesday,5,2011,0,0,0,0,0,0,0,206,2.9728688524590163,172.0,244.0,278.0,222.0,268.0,205.0,190.0,199.0,186.0,264.0,233.85714285714286,262.5,252.28571428571428,265.35714285714283,263.0892857142857,56.357278652742345,64.25160877961902,59.93011803441578,71.770236860099,69.8989600093565,236.62674899564564,248.5658084728971,256.8249354453649,333.0,172.0,365.0,172.0,2,21,0,25,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,116,0
2011-05-26,FOODS_1,Thursday,5,2011,0,0,0,0,0,0,0,219,2.9728688524590163,206.0,172.0,244.0,190.0,357.0,211.0,230.0,240.0,179.0,264.0,231.57142857142858,258.07142857142856,252.85714285714286,265.5238095238095,263.44642857142856,57.23593609745867,65.95740383671193,59.38806108084148,71.62035345511788,69.54813104942174,228.97006174673422,242.8903670393028,253.31894750019586,333.0,172.0,365.0,172.0,3,21,0,26,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,117,0
2011-05-27,FOODS_1,Friday,5,2011,0,0,0,0,0,0,0,180,2.9728688524590163,219.0,206.0,172.0,198.0,222.0,196.0,202.0,253.0,236.0,252.0,235.71428571428572,248.21428571428572,252.46428571428572,265.0238095238095,264.1607142857143,54.71963171694495,60.08606464759645,59.58093290757979,71.8757356171012,68.86713869624468,226.47754631005066,239.7049846195841,250.9516080438219,333.0,172.0,365.0,172.0,4,21,0,27,0,0,-0.0009640810929926191,-0.003845203109121287,2.975737704918033,2.9843442622950818,118,0
2011-05-28,FOODS_1,Saturday,5,2011,0,0,0,0,0,0,0,315,3.037704918032787,180.0,219.0,206.0,333.0,344.0,365.0,296.0,320.0,329.0,299.0,233.14285714285714,245.21428571428572,251.67857142857142,263.2857142857143,263.1607142857143,57.1560103909424,62.49575809780816,60.41035818186591,73.04668928384791,69.68520823498524,214.85815973253798,231.7443196834933,246.0574014748212,333.0,172.0,365.0,172.0,5,21,1,28,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,119,0
2011-05-29,FOODS_1,Sunday,5,2011,0,0,0,0,0,0,0,267,3.037704918032787,315.0,180.0,219.0,278.0,362.0,321.0,303.0,334.0,373.0,436.0,230.57142857142858,243.14285714285714,252.35714285714286,263.1666666666667,262.9107142857143,52.09560807738376,59.372173154221976,61.03017728699875,72.9560230605604,69.46949017327731,239.8936197994035,242.84507744593208,250.81296106426282,315.0,172.0,365.0,172.0,6,21,1,29,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,120,0
2011-05-30,FOODS_1,Monday,5,2011,0,1,1,0,1,0,0,255,3.037704918032787,267.0,315.0,180.0,244.0,264.0,232.0,192.0,257.0,262.0,244.0,229.0,236.35714285714286,251.07142857142858,261.57142857142856,261.01785714285717,50.57008338270093,49.32093820128438,60.29859562975403,72.09686670135757,67.84031814661378,246.67021484955262,246.06573388375986,251.9295047926367,315.0,172.0,365.0,172.0,0,22,0,30,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,121,0
2011-05-31,FOODS_1,Tuesday,5,2011,0,1,1,0,0,0,1,205,3.037704918032787,255.0,267.0,315.0,172.0,221.0,214.0,232.0,281.0,219.0,247.0,230.57142857142858,235.71428571428572,253.32142857142858,261.5238095238095,260.89285714285717,51.27981130639074,48.990467787784,59.17773203033323,72.10062010329675,67.84492439551964,248.75266113716447,247.2569693971107,252.14129773533128,315.0,172.0,365.0,172.0,1,22,0,31,1,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,122,0
2011-06-01,FOODS_1,Wednesday,6,2011,1,0,0,0,0,0,0,226,3.037704918032787,205.0,255.0,267.0,206.0,222.0,268.0,205.0,204.0,256.0,223.0,235.28571428571428,234.57142857142858,252.35714285714286,259.7142857142857,260.64285714285717,46.26991205853708,49.54363156422221,59.75518839132296,72.5521799488549,68.0276490771293,237.81449585287336,241.6227066829958,248.88967843007254,315.0,180.0,365.0,172.0,2,22,0,1,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,123,0
2011-06-02,FOODS_1,Thursday,6,2011,1,0,0,0,0,0,0,171,3.037704918032787,226.0,205.0,255.0,219.0,190.0,357.0,211.0,274.0,250.0,265.0,238.14285714285714,234.85714285714286,253.10714285714286,260.23809523809524,260.10714285714283,44.752759957454224,49.477045404692355,59.26859094845964,72.2187765341416,68.18282336921385,234.86087188965502,239.53967908430351,247.31085600001592,315.0,180.0,365.0,172.0,3,22,0,2,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,124,0
2011-06-03,FOODS_1,Friday,6,2011,1,0,0,0,0,0,0,252,3.037704918032787,171.0,226.0,205.0,180.0,198.0,222.0,196.0,303.0,239.0,235.0,231.28571428571428,233.5,251.67857142857142,257.7857142857143,258.69642857142856,51.36378194056671,51.038070255296496,60.783802405909036,73.4778996852815,69.20533863874887,218.89565391724128,230.40105505065915,242.04734332619725,315.0,171.0,365.0,171.0,4,22,0,3,0,0,0.021809258595494763,0.01788019445741451,2.9728688524590163,2.9843442622950818,125,0
2011-06-04,FOODS_1,Saturday,6,2011,1,0,0,0,0,0,0,269,3.0315573770491806,252.0,171.0,226.0,315.0,333.0,344.0,365.0,487.0,278.0,332.0,241.57142857142858,237.35714285714286,253.67857142857142,256.57142857142856,258.92857142857144,46.34600717378334,50.182140774853565,59.79722127287883,73.13307044717438,69.15985623384223,227.17174043793096,233.28091441977182,242.7338178355139,315.0,171.0,365.0,171.0,5,22,1,4,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,126,0
2011-06-05,FOODS_1,Sunday,6,2011,1,0,0,0,0,0,0,298,3.0315573770491806,269.0,252.0,171.0,267.0,278.0,362.0,321.0,464.0,381.0,322.0,235.0,232.78571428571428,250.25,251.38095238095238,258.76785714285717,36.391390923312166,43.23314001555243,55.79633931972096,63.47880475189649,69.12518053803257,237.62880532844824,238.04345922476364,244.5454860373052,269.0,171.0,362.0,171.0,6,22,1,5,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,127,0
2011-06-06,FOODS_1,Monday,6,2011,1,0,0,0,0,0,0,253,3.0315573770491806,298.0,269.0,252.0,255.0,244.0,264.0,232.0,243.0,234.0,274.0,239.42857142857142,234.21428571428572,249.42857142857142,247.42857142857142,257.2857142857143,42.33539552532502,45.13088414042727,54.87793091569012,54.44224635476867,67.32302437049024,252.72160399633617,246.0376647501454,248.23239714046986,298.0,171.0,362.0,171.0,0,23,0,6,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,128,0
2011-06-07,FOODS_1,Tuesday,6,2011,1,0,0,0,0,0,0,209,3.0315573770491806,253.0,298.0,269.0,205.0,172.0,221.0,214.0,222.0,166.0,266.0,239.14285714285714,234.85714285714286,250.17857142857142,247.66666666666666,257.625,42.21938169225345,45.34459028519096,54.77432053869903,54.444272993480496,67.25137714034368,252.79120299725213,246.96597612571782,248.56122996331646,298.0,171.0,362.0,171.0,1,23,0,7,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,129,0
2011-06-08,FOODS_1,Wednesday,6,2011,1,0,0,0,0,0,0,272,3.0315573770491806,209.0,253.0,298.0,226.0,206.0,222.0,268.0,190.0,199.0,225.0,239.71428571428572,237.5,250.0,247.35714285714286,258.39285714285717,41.70417359495438,42.380601513137506,54.90463112086698,54.63038617909145,66.42663172702207,241.8434022479391,241.9038459334422,245.83261722339697,298.0,171.0,362.0,171.0,2,23,0,8,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,130,0
2011-06-09,FOODS_1,Thursday,6,2011,1,0,0,0,0,0,0,228,3.0315573770491806,272.0,209.0,253.0,171.0,219.0,190.0,357.0,230.0,240.0,231.0,246.28571428571428,242.21428571428572,250.14285714285714,249.3095238095238,259.69642857142856,42.79296782460984,42.27779663028881,54.958377709164935,53.99208979788922,65.9545076391454,249.38255168595433,245.9166665046283,247.6374195304873,298.0,171.0,362.0,171.0,3,23,0,9,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,131,0
2011-06-10,FOODS_1,Friday,6,2011,1,0,0,0,0,0,0,252,3.0315573770491806,228.0,272.0,209.0,252.0,180.0,198.0,222.0,202.0,253.0,217.0,254.42857142857142,242.85714285714286,245.53571428571428,249.26190476190476,259.48214285714283,29.410072780467274,41.96492517632931,50.928040841125004,54.01041431816635,66.03910441313029,244.03691376446574,243.52777762239347,246.28300628458646,298.0,209.0,362.0,171.0,4,23,0,10,0,0,-0.002023745277927591,0.01875826355222565,3.037704918032787,2.975737704918033,132,0
2011-06-11,FOODS_1,Saturday,6,2011,0,0,0,0,0,0,0,272,3.033606557377049,252.0,228.0,272.0,269.0,315.0,333.0,344.0,296.0,320.0,334.0,254.42857142857142,248.0,246.60714285714286,250.45238095238096,259.4642857142857,29.410072780467274,37.88240915090933,50.72974091947018,53.491828589983044,66.04102424339658,246.02768532334932,244.65740727886825,246.67731110861055,298.0,209.0,362.0,171.0,5,23,1,11,0,0,0.0006759497093415945,0.01944689290436319,3.0315573770491806,2.975737704918033,133,0
2011-06-12,FOODS_1,Sunday,6,2011,0,1,1,0,0,0,1,343,3.033606557377049,272.0,252.0,228.0,298.0,267.0,278.0,362.0,303.0,334.0,318.0,254.85714285714286,244.92857142857142,244.03571428571428,249.88095238095238,258.60714285714283,29.6784353329067,33.524880050755684,47.320406797393986,53.12029715469,65.55072389072005,252.520763992512,248.30308632549043,248.42382466883979,298.0,209.0,362.0,171.0,6,23,1,12,0,0,0.0006759497093415945,0.01944689290436319,3.0315573770491806,2.975737704918033,134,0
